source_file,run_name,id,category,prompt_length_words,generation_length_words,length_bucket,feature_clipping_enabled,feature_clip_layer,feature_clip_tokens_collected,perplexity,energy,entropy,lexical_similarity,eigenIndicator,eigenIndicatorOutput,answer_similarity,rough_correct,rough_hallucination
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_85,biographies,7,2,short_0_100,True,model.layers.20,1107,1.4587774106492404,-13.73026180267334,0.33575012699067996,0.16186065044896364,-1.9632897389355688,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_86,biographies,7,1,short_0_100,True,model.layers.20,1107,1.5881601748945287,-13.330347537994385,0.5020734163229468,0.12177793374983299,-2.225789891686971,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_87,biographies,8,38,short_0_100,True,model.layers.20,1107,0.7171689648026345,-17.589819133281708,0.42761471371437293,0.08804682459138749,-2.104961703922809,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_88,biographies,7,41,short_0_100,True,model.layers.20,1107,0.9553498683815072,-16.814328104257584,0.3873967101437706,0.11746035383592428,-1.9635126384505597,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_89,biographies,7,1,short_0_100,True,model.layers.20,1107,1.580480872962073,-13.256261825561523,0.4482442403017031,0.07589744262123778,-2.0396408778985604,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_90,biographies,7,1,short_0_100,True,model.layers.20,1107,1.789240312721614,-12.66424036026001,0.5363833531521633,0.10435003528271712,-2.240665574703671,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_91,biographies,7,1,short_0_100,True,model.layers.20,1107,1.7566942489642687,-13.182475566864014,0.6232229425274813,0.08858760894134486,-2.1548824248917127,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_92,biographies,7,1,short_0_100,True,model.layers.20,1107,1.53240447171963,-13.13787317276001,0.5105689940954059,0.10476968503235311,-2.1070056788682345,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_93,biographies,7,44,short_0_100,True,model.layers.20,1107,1.169042563785725,-15.627111405134201,0.35270459017675126,0.14990314482049866,-1.989743745471444,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_94,biographies,7,9,short_0_100,True,model.layers.20,1107,0.5849782963866005,-16.553728376116073,0.4222907350613344,0.10355492163657269,-2.0331901378452306,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_95,biographies,7,5,short_0_100,True,model.layers.20,1107,0.8958868446367811,-17.12713689804077,0.3779084478716883,0.20221145288149509,-2.132995106028269,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_96,biographies,7,1,short_0_100,True,model.layers.20,1107,1.5945672319319066,-12.95003604888916,0.5102876586210169,0.09243872753144387,-2.026632934689796,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_97,biographies,7,45,short_0_100,True,model.layers.20,1107,0.8010780012407717,-16.768424212932587,0.41735092280127023,0.09306047100228684,-1.9683971435809788,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_98,biographies,7,42,short_0_100,True,model.layers.20,1107,0.8009237557536683,-17.041036054491997,0.40680814422090295,0.10983156255838258,-2.0689147697199695,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_99,biographies,7,12,short_0_100,True,model.layers.20,1107,1.5400666689229296,-14.041368855370415,0.5770336666085312,0.07694060596747877,-2.1079280320473908,,,,
